subject_age,subject_education,subject_sex,subject_ethnicity,subject_income_category,subject_employment_status,same_sex_couple,married,sex_frequency,flirts_with_partner,fights_with_partner,relationship_duration,children,rel_change_during_pandemic,inc_change_during_pandemic,subject_had_covid,partner_had_covid,subject_vaccinated,partner_vaccinated,agree_covid_approach,relationship_quality
59.0,masters_degree,female,white,100k_125k,working_paid_employee,no,not_married,2_to_3_times_a_month,a_few_times_a_week,0_times,2.58333325386047,1.0,no_change,no_change,no,yes,not_vaccinated,not_vaccinated,mostly_agree,poor
58.0,associate_degree,female,white,100k_125k,working_paid_employee,no,not_married,3_to_6_times_a_week,never,0_times,0.583333313465118,4.0,no_change,much_worse,no,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
58.0,associate_degree,male,white,75k_85k,not_working_retired,no,married,once_a_month_or_less,never,0_times,25.0,1.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,poor
51.0,masters_degree,male,white,200k_250k,working_paid_employee,no,married,once_or_twice_a_week,never,1_time,29.1666660308838,4.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
55.0,some_college,female,white,100k_125k,working_self_employed,no,married,once_or_twice_a_week,never,3_times,40.5833320617676,3.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
59.0,masters_degree,male,white,100k_125k,working_paid_employee,no,married,once_a_month_or_less,never,0_times,39.0,3.0,no_change,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,good
77.0,some_college,male,white,30k_35k,not_working_retired,no,married,once_a_month_or_less,never,0_times,51.9166679382324,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
54.0,high_school_grad,male,white,85k_100k,not_working_retired,no,not_married,2_to_3_times_a_month,never,1_time,18.5833339691162,2.0,no_change,no_change,no,no,not_vaccinated,not_vaccinated,completely_agree,good
35.0,some_college,female,white,200k_250k,not_working_other,no,married,once_or_twice_a_week,every_day,2_times,11.9166669845581,3.0,no_change,much_better,yes,no,not_vaccinated,partially_vaccinated,completely_agree,good
46.0,prof_doct_degree,male,white,over_250k,working_paid_employee,no,married,once_or_twice_a_week,never,0_times,11.5833330154419,4.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
64.0,high_school_grad,male,white,100k_125k,working_self_employed,no,married,2_to_3_times_a_month,never,0_times,29.0,3.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
54.0,masters_degree,female,white,125k_150k,working_paid_employee,no,married,once_a_month_or_less,never,2_times,9.08333301544189,2.0,no_change,worse,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,mostly_disagree,poor
70.0,some_college,male,white,75k_85k,working_paid_employee,no,married,once_or_twice_a_week,never,2_times,38.4166679382324,2.0,no_change,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
90.0,11th,male,white,35k_40k,not_working_retired,no,married,once_a_month_or_less,never,,71.5833358764648,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
73.0,bach_degree,female,white,75k_85k,not_working_retired,no,married,once_a_month_or_less,never,0_times,52.5833320617676,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
62.0,some_college,female,white,25k_30k,not_working_looking,no,not_married,once_or_twice_a_week,a_few_times_a_week,1_time,2.08333325386047,1.0,no_change,no_change,yes,yes,not_vaccinated,not_vaccinated,completely_agree,excellent
47.0,high_school_grad,male,white,150k_175k,working_paid_employee,no,married,once_or_twice_a_week,never,0_times,19.9166660308838,4.0,no_change,better,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,excellent
49.0,high_school_grad,male,white,40k_50k,not_working_temp_layoff,no,married,once_a_month_or_less,never,6_times,26.25,3.0,no_change,much_worse,yes,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,fair
41.0,masters_degree,male,white,over_250k,working_paid_employee,no,married,once_or_twice_a_week,never,0_times,14.5833330154419,6.0,no_change,better,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
58.0,some_college,male,black,15k_20k,not_working_disabled,no,married,once_a_month_or_less,never,0_times,28.75,1.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
88.0,some_college,male,white,125k_150k,not_working_retired,no,married,once_a_month_or_less,once_a_week,0_times,60.4166679382324,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
73.0,high_school_grad,male,black,25k_30k,not_working_retired,no,not_married,,,0_times,0.25,1.0,no_change,no_change,no,no,fully_vaccinated_and_booster,,completely_agree,good
57.0,high_school_grad,female,white,40k_50k,working_paid_employee,no,married,once_a_month_or_less,never,2_times,7.25,2.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_and_booster,completely_agree,fair
33.0,masters_degree,female,white,200k_250k,not_working_looking,no,married,2_to_3_times_a_month,1_to_3_times_a_month,0_times,12.8333330154419,2.0,no_change,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
60.0,9th,female,hispanic,100k_125k,working_paid_employee,no,married,,never,,27.0,5.0,worse_than_before,no_change,yes,yes,not_vaccinated,fully_vaccinated_and_booster,mostly_agree,poor
67.0,high_school_grad,male,white,60k_75k,not_working_retired,no,married,once_or_twice_a_week,less_than_once_a_month,2_times,46.75,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,excellent
45.0,some_college,female,hispanic,100k_125k,working_paid_employee,no,not_married,once_a_month_or_less,,1_time,,3.0,no_change,no_change,no,no,not_vaccinated,,mostly_agree,good
43.0,bach_degree,male,white,125k_150k,working_paid_employee,no,married,once_a_month_or_less,never,1_time,20.5833339691162,2.0,no_change,no_change,yes,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,good
34.0,some_college,male,white,60k_75k,working_paid_employee,no,married,2_to_3_times_a_month,a_few_times_a_week,1_time,11.0833330154419,4.0,no_change,no_change,yes,yes,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,excellent
68.0,bach_degree,male,white,50k_60k,not_working_retired,no,married,2_to_3_times_a_month,never,0_times,13.4166669845581,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
43.0,high_school_grad,male,white,20k_25k,not_working_disabled,no,not_married,3_to_6_times_a_week,less_than_once_a_month,0_times,14.5,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,good
53.0,bach_degree,male,white,150k_175k,working_paid_employee,no,married,once_a_month_or_less,a_few_times_a_week,0_times,30.0,3.0,no_change,no_change,no,yes,not_vaccinated,fully_vaccinated_and_booster,mostly_agree,good
63.0,masters_degree,male,white,175k_200k,not_working_retired,no,married,once_or_twice_a_week,1_to_3_times_a_month,0_times,34.5833320617676,1.0,no_change,worse,yes,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
72.0,associate_degree,female,white,75k_85k,not_working_retired,no,married,2_to_3_times_a_month,never,0_times,51.6666679382324,2.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
75.0,some_college,male,hispanic,40k_50k,not_working_retired,no,married,once_a_month_or_less,never,0_times,35.6666679382324,1.0,no_change,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
47.0,bach_degree,female,white,30k_35k,working_paid_employee,no,not_married,once_or_twice_a_week,a_few_times_a_week,1_time,3.16666674613953,3.0,better_than_before,worse,yes,yes,fully_vaccinated_no_booster,fully_vaccinated_and_booster,mostly_agree,excellent
41.0,masters_degree,male,black,over_250k,working_paid_employee,no,married,once_a_month_or_less,never,3_times,21.8333339691162,4.0,worse_than_before,no_change,yes,no,fully_vaccinated_and_booster,fully_vaccinated_no_booster,completely_agree,poor
38.0,masters_degree,male,hispanic,200k_250k,working_paid_employee,no,married,2_to_3_times_a_month,a_few_times_a_week,0_times,19.3333339691162,3.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
38.0,high_school_grad,male,black,85k_100k,working_paid_employee,no,married,once_or_twice_a_week,every_day,4_times,12.25,4.0,no_change,no_change,no,no,partially_vaccinated,partially_vaccinated,completely_agree,fair
31.0,bach_degree,female,white,30k_35k,working_paid_employee,no,married,once_or_twice_a_week,every_day,1_time,10.0,2.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_and_booster,completely_agree,excellent
63.0,some_college,male,white,50k_60k,working_paid_employee,no,married,once_a_month_or_less,never,2_times,43.1666679382324,2.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_and_booster,mostly_agree,excellent
66.0,some_college,female,white,85k_100k,not_working_retired,no,married,3_to_6_times_a_week,never,1_time,47.75,2.0,no_change,no_change,no,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
45.0,bach_degree,female,white,100k_125k,not_working_other,no,married,2_to_3_times_a_month,less_than_once_a_month,0_times,27.3333339691162,3.0,no_change,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
58.0,bach_degree,male,white,100k_125k,not_working_retired,yes,married,once_a_month_or_less,1_to_3_times_a_month,0_times,18.5833339691162,2.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
66.0,11th,female,hispanic,50k_60k,not_working_other,no,married,,every_day,7_or_more_times,33.3333320617676,2.0,no_change,much_worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_disagree,excellent
78.0,associate_degree,female,white,50k_60k,not_working_retired,no,married,once_a_month_or_less,never,1_time,60.9166679382324,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
33.0,prof_doct_degree,male,white,125k_150k,working_paid_employee,yes,not_married,once_a_month_or_less,never,2_times,2.41666674613953,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,fair
75.0,bach_degree,male,white,over_250k,not_working_retired,no,married,2_to_3_times_a_month,a_few_times_a_week,0_times,51.0,2.0,no_change,no_change,yes,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
50.0,10th,male,white,30k_35k,working_paid_employee,no,married,once_a_month_or_less,never,1_time,31.75,4.0,no_change,no_change,no,yes,fully_vaccinated_and_booster,partially_vaccinated,completely_agree,good
52.0,bach_degree,male,hispanic,175k_200k,working_paid_employee,no,married,2_to_3_times_a_month,less_than_once_a_month,0_times,,2.0,better_than_before,no_change,yes,yes,not_vaccinated,partially_vaccinated,completely_agree,excellent
60.0,some_college,female,white,7k_10k,not_working_looking,no,married,3_to_6_times_a_week,every_day,0_times,39.9166679382324,1.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,excellent
47.0,bach_degree,female,white,125k_150k,working_self_employed,no,married,once_or_twice_a_week,once_a_week,,26.3333339691162,4.0,no_change,no_change,yes,no,not_vaccinated,fully_vaccinated_no_booster,completely_agree,excellent
62.0,high_school_grad,female,white,75k_85k,not_working_retired,no,married,once_or_twice_a_week,never,0_times,46.5833320617676,2.0,no_change,no_change,yes,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,excellent
74.0,high_school_grad,male,black,100k_125k,not_working_retired,no,married,once_a_month_or_less,never,0_times,31.75,2.0,better_than_before,no_change,yes,yes,not_vaccinated,partially_vaccinated,completely_agree,excellent
55.0,masters_degree,male,white,200k_250k,working_paid_employee,yes,not_married,once_a_month_or_less,never,0_times,8.58333301544189,1.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,fair
58.0,high_school_grad,male,white,60k_75k,working_paid_employee,no,married,once_or_twice_a_week,less_than_once_a_month,0_times,7.25,2.0,no_change,worse,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,mostly_agree,good
50.0,masters_degree,male,white,100k_125k,working_paid_employee,yes,married,3_to_6_times_a_week,1_to_3_times_a_month,0_times,10.3333330154419,2.0,no_change,no_change,no,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
56.0,masters_degree,male,hispanic,50k_60k,working_paid_employee,no,married,2_to_3_times_a_month,never,1_time,37.5,2.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
62.0,some_college,male,white,85k_100k,working_self_employed,no,not_married,once_a_month_or_less,a_few_times_a_week,1_time,27.9166660308838,2.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,mostly_agree,excellent
59.0,bach_degree,female,white,over_250k,working_paid_employee,yes,married,,,1_time,25.8333339691162,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
59.0,associate_degree,male,other,150k_175k,working_paid_employee,no,married,once_or_twice_a_week,never,0_times,30.4166660308838,3.0,better_than_before,no_change,no,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
40.0,high_school_grad,female,white,60k_75k,working_paid_employee,no,married,2_to_3_times_a_month,a_few_times_a_week,0_times,14.5,1.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
56.0,high_school_grad,female,white,75k_85k,working_paid_employee,no,not_married,once_a_month_or_less,less_than_once_a_month,0_times,4.08333349227905,4.0,no_change,no_change,yes,no,not_vaccinated,not_vaccinated,completely_agree,fair
72.0,high_school_grad,male,white,75k_85k,working_paid_employee,no,married,2_to_3_times_a_month,never,0_times,53.75,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
46.0,some_college,male,white,60k_75k,working_paid_employee,no,married,2_to_3_times_a_month,every_day,1_time,17.25,2.0,better_than_before,worse,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,excellent
60.0,bach_degree,female,2_plus_eth,125k_150k,not_working_retired,no,married,once_a_month_or_less,never,0_times,42.6666679382324,3.0,better_than_before,no_change,yes,yes,fully_vaccinated_no_booster,fully_vaccinated_and_booster,completely_agree,excellent
32.0,bach_degree,female,white,50k_60k,working_paid_employee,no,not_married,3_to_6_times_a_week,never,2_times,1.58333337306976,2.0,better_than_before,better,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,excellent
52.0,bach_degree,male,black,100k_125k,working_paid_employee,no,married,once_a_month_or_less,never,0_times,22.6666660308838,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,good
52.0,associate_degree,male,white,125k_150k,not_working_retired,no,married,2_to_3_times_a_month,never,0_times,30.5,3.0,no_change,no_change,yes,yes,not_vaccinated,partially_vaccinated,completely_agree,excellent
68.0,some_college,female,white,100k_125k,not_working_retired,no,married,once_a_month_or_less,never,0_times,43.6666679382324,3.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,good
74.0,1st_4th_grade,male,hispanic,30k_35k,not_working_retired,no,not_married,once_a_month_or_less,never,0_times,50.0833320617676,3.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,fair
79.0,bach_degree,male,white,over_250k,working_paid_employee,no,married,2_to_3_times_a_month,never,1_time,52.0833320617676,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
64.0,12th_nodiploma,male,white,20k_25k,not_working_retired,no,married,,never,0_times,25.75,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,excellent
61.0,masters_degree,male,white,175k_200k,working_paid_employee,no,married,once_a_month_or_less,1_to_3_times_a_month,0_times,37.0,5.0,no_change,no_change,no,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,excellent
49.0,masters_degree,male,black,150k_175k,working_paid_employee,no,married,once_or_twice_a_week,never,1_time,27.0833339691162,3.0,no_change,better,yes,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
78.0,high_school_grad,male,white,20k_25k,not_working_retired,no,married,once_a_month_or_less,never,0_times,31.75,2.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_and_booster,completely_agree,excellent
61.0,bach_degree,male,other,75k_85k,working_self_employed,no,married,2_to_3_times_a_month,less_than_once_a_month,1_time,36.1666679382324,2.0,no_change,better,yes,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,excellent
45.0,11th,female,hispanic,7k_10k,not_working_retired,no,not_married,once_or_twice_a_week,never,2_times,27.25,3.0,no_change,no_change,no,no,not_vaccinated,not_vaccinated,completely_agree,excellent
57.0,high_school_grad,male,white,40k_50k,working_paid_employee,no,not_married,once_a_month_or_less,never,0_times,8.5,3.0,no_change,worse,yes,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,excellent
63.0,high_school_grad,male,white,75k_85k,not_working_disabled,no,married,2_to_3_times_a_month,never,3_times,48.5833320617676,2.0,no_change,no_change,yes,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
51.0,high_school_grad,female,white,20k_25k,working_paid_employee,no,married,once_a_month_or_less,every_day,0_times,19.5,4.0,no_change,better,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
26.0,bach_degree,female,white,60k_75k,working_paid_employee,no,not_married,once_or_twice_a_week,a_few_times_a_week,1_time,0.416666656732559,1.0,no_change,no_change,yes,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,fair
56.0,bach_degree,male,white,200k_250k,working_paid_employee,yes,not_married,once_or_twice_a_week,every_day,0_times,1.75,1.0,no_change,no_change,no,yes,fully_vaccinated_and_booster,not_vaccinated,mostly_agree,good
79.0,masters_degree,male,white,175k_200k,not_working_retired,no,married,once_a_month_or_less,1_to_3_times_a_month,1_time,57.8333320617676,1.0,no_change,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,good
66.0,associate_degree,male,black,35k_40k,working_paid_employee,no,married,2_to_3_times_a_month,never,0_times,14.6666669845581,1.0,better_than_before,much_worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
27.0,bach_degree,male,white,200k_250k,working_paid_employee,no,married,2_to_3_times_a_month,never,0_times,6.33333349227905,2.0,no_change,no_change,no,yes,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,excellent
30.0,bach_degree,female,white,200k_250k,working_paid_employee,no,married,2_to_3_times_a_month,less_than_once_a_month,0_times,7.41666650772095,2.0,no_change,better,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,good
44.0,12th_nodiploma,female,hispanic,85k_100k,working_paid_employee,no,married,3_to_6_times_a_week,a_few_times_a_week,0_times,26.25,5.0,no_change,better,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
82.0,high_school_grad,male,white,50k_60k,not_working_retired,no,married,2_to_3_times_a_month,never,1_time,23.9166660308838,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
45.0,high_school_grad,male,black,85k_100k,working_paid_employee,no,married,once_or_twice_a_week,never,0_times,27.0833339691162,3.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
28.0,some_college,female,white,under_5k,working_paid_employee,no,married,3_to_6_times_a_week,less_than_once_a_month,1_time,6.91666650772095,2.0,worse_than_before,much_worse,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,good
70.0,11th,male,white,50k_60k,not_working_retired,no,married,once_a_month_or_less,never,2_times,13.9166669845581,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
79.0,bach_degree,male,white,100k_125k,not_working_retired,no,married,once_a_month_or_less,never,0_times,57.4166679382324,2.0,no_change,no_change,yes,yes,not_vaccinated,fully_vaccinated_no_booster,completely_agree,good
37.0,prof_doct_degree,female,other,over_250k,working_paid_employee,no,married,2_to_3_times_a_month,never,0_times,9.16666698455811,4.0,no_change,no_change,no,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
42.0,prof_doct_degree,male,white,over_250k,working_paid_employee,no,married,2_to_3_times_a_month,never,0_times,10.8333330154419,3.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
60.0,high_school_grad,male,black,20k_25k,not_working_retired,no,married,2_to_3_times_a_month,never,1_time,47.0,1.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
49.0,masters_degree,male,white,30k_35k,not_working_retired,no,married,once_a_month_or_less,never,0_times,13.25,2.0,worse_than_before,much_worse,no,no,not_vaccinated,partially_vaccinated,completely_disagree,fair
71.0,bach_degree,male,white,175k_200k,not_working_retired,no,married,once_a_month_or_less,never,0_times,41.6666679382324,2.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_and_booster,mostly_agree,good
49.0,some_college,female,white,85k_100k,working_paid_employee,no,married,once_a_month_or_less,1_to_3_times_a_month,1_time,14.25,2.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_and_booster,mostly_agree,good
71.0,some_college,female,white,over_250k,not_working_retired,no,married,2_to_3_times_a_month,a_few_times_a_week,0_times,39.9166679382324,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
76.0,9th,female,white,under_5k,not_working_disabled,no,not_married,once_or_more_a_day,never,0_times,2.83333325386047,2.0,no_change,no_change,no,no,not_vaccinated,fully_vaccinated_and_booster,mostly_disagree,excellent
40.0,some_college,female,white,125k_150k,working_paid_employee,no,married,2_to_3_times_a_month,never,3_times,21.25,8.0,worse_than_before,worse,yes,yes,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,fair
33.0,prof_doct_degree,female,white,200k_250k,working_paid_employee,no,married,once_or_twice_a_week,never,2_times,12.1666669845581,3.0,no_change,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,good
54.0,some_college,male,white,100k_125k,working_paid_employee,no,married,,less_than_once_a_month,0_times,21.0,3.0,no_change,much_worse,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,excellent
70.0,associate_degree,male,white,75k_85k,not_working_retired,no,married,once_a_month_or_less,never,2_times,47.1666679382324,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
69.0,some_college,male,white,75k_85k,working_paid_employee,no,married,2_to_3_times_a_month,every_day,0_times,51.1666679382324,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
30.0,associate_degree,male,hispanic,50k_60k,working_paid_employee,no,not_married,2_to_3_times_a_month,a_few_times_a_week,2_times,12.1666669845581,3.0,no_change,worse,no,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,good
71.0,high_school_grad,female,other,85k_100k,not_working_retired,no,married,once_a_month_or_less,never,1_time,51.3333320617676,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
59.0,bach_degree,male,white,150k_175k,working_paid_employee,yes,not_married,once_or_twice_a_week,never,2_times,36.8333320617676,1.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,good
51.0,masters_degree,male,white,under_5k,working_paid_employee,no,married,2_to_3_times_a_month,every_day,0_times,27.3333339691162,3.0,better_than_before,no_change,yes,yes,not_vaccinated,partially_vaccinated,completely_agree,excellent
28.0,some_college,female,white,60k_75k,not_working_other,no,married,2_to_3_times_a_month,less_than_once_a_month,0_times,9.91666698455811,4.0,no_change,worse,no,no,not_vaccinated,partially_vaccinated,mostly_agree,good
45.0,masters_degree,male,white,over_250k,working_paid_employee,yes,married,once_a_month_or_less,a_few_times_a_week,0_times,16.3333339691162,2.0,better_than_before,much_better,yes,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
76.0,high_school_grad,male,black,7k_10k,not_working_retired,no,not_married,once_or_twice_a_week,1_to_3_times_a_month,0_times,11.5,1.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
40.0,bach_degree,female,other,125k_150k,working_paid_employee,yes,not_married,once_a_month_or_less,never,5_times,8.25,1.0,no_change,better,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,poor
29.0,associate_degree,female,hispanic,over_250k,working_paid_employee,no,not_married,3_to_6_times_a_week,every_day,7_or_more_times,5.0,7.0,better_than_before,better,yes,yes,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,excellent
36.0,masters_degree,female,2_plus_eth,125k_150k,working_paid_employee,no,married,once_or_twice_a_week,less_than_once_a_month,1_time,8.08333301544189,5.0,better_than_before,much_better,no,no,not_vaccinated,partially_vaccinated,mostly_agree,good
66.0,bach_degree,female,white,125k_150k,not_working_retired,no,married,once_or_twice_a_week,never,3_times,47.5,2.0,better_than_before,no_change,yes,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,good
51.0,high_school_grad,male,white,50k_60k,working_self_employed,no,not_married,3_to_6_times_a_week,never,0_times,22.75,3.0,no_change,no_change,yes,yes,not_vaccinated,not_vaccinated,completely_agree,excellent
58.0,some_college,female,white,125k_150k,working_paid_employee,no,married,once_or_twice_a_week,once_a_week,0_times,43.4166679382324,4.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
45.0,prof_doct_degree,female,white,175k_200k,working_paid_employee,no,married,once_a_month_or_less,a_few_times_a_week,3_times,19.1666660308838,2.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,good
38.0,prof_doct_degree,female,white,100k_125k,working_paid_employee,no,married,2_to_3_times_a_month,never,2_times,14.0,4.0,worse_than_before,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,fair
56.0,some_college,male,black,175k_200k,working_paid_employee,no,married,,less_than_once_a_month,0_times,31.25,3.0,no_change,better,no,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
24.0,associate_degree,female,hispanic,50k_60k,not_working_other,no,not_married,once_a_month_or_less,a_few_times_a_week,0_times,7.25,4.0,no_change,better,no,no,fully_vaccinated_and_booster,fully_vaccinated_no_booster,mostly_disagree,good
69.0,prof_doct_degree,male,white,100k_125k,working_paid_employee,yes,not_married,once_a_month_or_less,never,1_time,41.75,2.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
55.0,some_college,male,white,100k_125k,not_working_retired,no,married,2_to_3_times_a_month,never,0_times,29.9166660308838,2.0,no_change,much_better,no,yes,not_vaccinated,partially_vaccinated,completely_agree,excellent
