Entity,Code,Year,Right to change legal gender (historical)
Namibia,NAM,1983,"Legal, surgery required"
Namibia,NAM,1984,"Legal, surgery required"
Namibia,NAM,1985,"Legal, surgery required"
Namibia,NAM,1986,"Legal, surgery required"
Namibia,NAM,1987,"Legal, surgery required"
Namibia,NAM,1988,"Legal, surgery required"
Namibia,NAM,1989,"Legal, surgery required"
Namibia,NAM,1990,"Legal, surgery required"
Namibia,NAM,1991,"Legal, surgery required"
Namibia,NAM,1992,"Legal, surgery required"
Namibia,NAM,1993,"Legal, surgery required"
Namibia,NAM,1994,"Legal, surgery required"
Namibia,NAM,1995,"Legal, surgery required"
Namibia,NAM,1996,"Legal, surgery required"
Namibia,NAM,1997,"Legal, surgery required"
Namibia,NAM,1998,"Legal, surgery required"
Namibia,NAM,1999,"Legal, surgery required"
Namibia,NAM,2000,"Legal, surgery required"
Namibia,NAM,2001,"Legal, surgery required"
Namibia,NAM,2002,"Legal, surgery required"
Namibia,NAM,2003,"Legal, surgery required"
Namibia,NAM,2004,"Legal, surgery required"
Namibia,NAM,2005,"Legal, surgery required"
Namibia,NAM,2006,"Legal, surgery required"
Namibia,NAM,2007,"Legal, surgery required"
Namibia,NAM,2008,"Legal, surgery required"
Namibia,NAM,2009,"Legal, surgery required"
Namibia,NAM,2010,"Legal, surgery required"
Namibia,NAM,2011,"Legal, surgery required"
Namibia,NAM,2012,"Legal, surgery required"
Namibia,NAM,2013,"Legal, surgery required"
Namibia,NAM,2014,"Legal, surgery required"
Namibia,NAM,2015,"Legal, surgery required"
Namibia,NAM,2016,"Legal, surgery required"
Namibia,NAM,2017,"Legal, surgery required"
Namibia,NAM,2018,"Legal, surgery required"
Namibia,NAM,2019,"Legal, surgery required"
Namibia,NAM,2020,"Legal, surgery required"
Namibia,NAM,2021,"Legal, surgery required"
Namibia,NAM,2022,"Legal, surgery required"
Namibia,NAM,2023,"Legal, surgery required"
Namibia,NAM,2024,"Legal, surgery required"
Namibia,NAM,2025,"Legal, surgery required"
Nauru,NRU,2025,Illegal
Nepal,NPL,2015,"Legal, no restrictions"
Nepal,NPL,2016,"Legal, no restrictions"
Nepal,NPL,2017,"Legal, no restrictions"
Nepal,NPL,2018,"Legal, no restrictions"
Nepal,NPL,2019,"Legal, no restrictions"
Nepal,NPL,2020,"Legal, no restrictions"
Nepal,NPL,2021,"Legal, no restrictions"
Nepal,NPL,2022,"Legal, no restrictions"
Nepal,NPL,2023,"Legal, no restrictions"
Nepal,NPL,2024,"Legal, no restrictions"
Nepal,NPL,2025,"Legal, no restrictions"
Netherlands,NLD,1985,"Legal, surgery required"
Netherlands,NLD,1986,"Legal, surgery required"
Netherlands,NLD,1987,"Legal, surgery required"
Netherlands,NLD,1988,"Legal, surgery required"
Netherlands,NLD,1989,"Legal, surgery required"
Netherlands,NLD,1990,"Legal, surgery required"
Netherlands,NLD,1991,"Legal, surgery required"
Netherlands,NLD,1992,"Legal, surgery required"
Netherlands,NLD,1993,"Legal, surgery required"
Netherlands,NLD,1994,"Legal, surgery required"
Netherlands,NLD,1995,"Legal, surgery required"
Netherlands,NLD,1996,"Legal, surgery required"
Netherlands,NLD,1997,"Legal, surgery required"
Netherlands,NLD,1998,"Legal, surgery required"
Netherlands,NLD,1999,"Legal, surgery required"
Netherlands,NLD,2000,"Legal, surgery required"
Netherlands,NLD,2001,"Legal, surgery required"
Netherlands,NLD,2002,"Legal, surgery required"
Netherlands,NLD,2003,"Legal, surgery required"
Netherlands,NLD,2004,"Legal, surgery required"
Netherlands,NLD,2005,"Legal, surgery required"
Netherlands,NLD,2006,"Legal, surgery required"
Netherlands,NLD,2007,"Legal, surgery required"
Netherlands,NLD,2008,"Legal, surgery required"
Netherlands,NLD,2009,"Legal, surgery required"
Netherlands,NLD,2010,"Legal, surgery required"
Netherlands,NLD,2011,"Legal, surgery required"
Netherlands,NLD,2012,"Legal, surgery required"
Netherlands,NLD,2013,"Legal, medical diagnosis required"
Netherlands,NLD,2014,"Legal, medical diagnosis required"
Netherlands,NLD,2015,"Legal, medical diagnosis required"
Netherlands,NLD,2016,"Legal, medical diagnosis required"
Netherlands,NLD,2017,"Legal, medical diagnosis required"
Netherlands,NLD,2018,"Legal, medical diagnosis required"
Netherlands,NLD,2019,"Legal, medical diagnosis required"
Netherlands,NLD,2020,"Legal, medical diagnosis required"
Netherlands,NLD,2021,"Legal, medical diagnosis required"
Netherlands,NLD,2022,"Legal, medical diagnosis required"
Netherlands,NLD,2023,"Legal, medical diagnosis required"
Netherlands,NLD,2024,"Legal, medical diagnosis required"
Netherlands,NLD,2025,"Legal, medical diagnosis required"
New Zealand,NZL,1995,"Legal, surgery required"
New Zealand,NZL,1996,"Legal, surgery required"
New Zealand,NZL,1997,"Legal, surgery required"
New Zealand,NZL,1998,"Legal, surgery required"
New Zealand,NZL,1999,"Legal, surgery required"
New Zealand,NZL,2000,"Legal, surgery required"
New Zealand,NZL,2001,"Legal, surgery required"
New Zealand,NZL,2002,"Legal, surgery required"
New Zealand,NZL,2003,"Legal, surgery required"
New Zealand,NZL,2004,"Legal, surgery required"
New Zealand,NZL,2005,"Legal, surgery required"
New Zealand,NZL,2006,"Legal, surgery required"
New Zealand,NZL,2007,"Legal, surgery required"
New Zealand,NZL,2008,"Legal, medical diagnosis required"
New Zealand,NZL,2009,"Legal, medical diagnosis required"
New Zealand,NZL,2010,"Legal, medical diagnosis required"
New Zealand,NZL,2011,"Legal, medical diagnosis required"
New Zealand,NZL,2012,"Legal, medical diagnosis required"
New Zealand,NZL,2013,"Legal, medical diagnosis required"
New Zealand,NZL,2014,"Legal, medical diagnosis required"
New Zealand,NZL,2015,"Legal, medical diagnosis required"
New Zealand,NZL,2016,"Legal, medical diagnosis required"
New Zealand,NZL,2017,"Legal, medical diagnosis required"
New Zealand,NZL,2018,"Legal, medical diagnosis required"
New Zealand,NZL,2019,"Legal, medical diagnosis required"
New Zealand,NZL,2020,"Legal, medical diagnosis required"
New Zealand,NZL,2021,"Legal, medical diagnosis required"
New Zealand,NZL,2022,"Legal, medical diagnosis required"
New Zealand,NZL,2023,"Legal, no restrictions"
New Zealand,NZL,2024,"Legal, no restrictions"
New Zealand,NZL,2025,"Legal, no restrictions"
Nicaragua,NIC,2025,Illegal
Niger,NER,2025,Illegal
Nigeria,NGA,2025,Illegal
North Korea,PRK,2025,Illegal
North Macedonia,MKD,2019,"Legal, surgery required"
North Macedonia,MKD,2020,"Legal, surgery required"
North Macedonia,MKD,2021,"Legal, surgery required"
North Macedonia,MKD,2022,"Legal, surgery required"
North Macedonia,MKD,2023,"Legal, surgery required"
North Macedonia,MKD,2024,"Legal, surgery required"
North Macedonia,MKD,2025,"Legal, surgery required"
Norway,NOR,2016,"Legal, no restrictions"
Norway,NOR,2017,"Legal, no restrictions"
Norway,NOR,2018,"Legal, no restrictions"
Norway,NOR,2019,"Legal, no restrictions"
Norway,NOR,2020,"Legal, no restrictions"
Norway,NOR,2021,"Legal, no restrictions"
Norway,NOR,2022,"Legal, no restrictions"
Norway,NOR,2023,"Legal, no restrictions"
Norway,NOR,2024,"Legal, no restrictions"
Norway,NOR,2025,"Legal, no restrictions"
Oman,OMN,2025,Illegal
Pakistan,PAK,2008,"Legal, medical diagnosis required"
Pakistan,PAK,2009,"Legal, medical diagnosis required"
Pakistan,PAK,2010,"Legal, medical diagnosis required"
Pakistan,PAK,2011,"Legal, medical diagnosis required"
Pakistan,PAK,2012,"Legal, medical diagnosis required"
Pakistan,PAK,2013,"Legal, medical diagnosis required"
Pakistan,PAK,2014,"Legal, medical diagnosis required"
Pakistan,PAK,2015,"Legal, medical diagnosis required"
Pakistan,PAK,2016,"Legal, medical diagnosis required"
Pakistan,PAK,2017,"Legal, medical diagnosis required"
Pakistan,PAK,2018,"Legal, no restrictions"
Pakistan,PAK,2019,"Legal, no restrictions"
Pakistan,PAK,2020,"Legal, no restrictions"
Pakistan,PAK,2021,"Legal, no restrictions"
Pakistan,PAK,2022,"Legal, no restrictions"
Pakistan,PAK,2023,"Legal, no restrictions"
Pakistan,PAK,2024,"Legal, no restrictions"
Pakistan,PAK,2025,"Legal, no restrictions"
Palau,PLW,2025,Illegal
Panama,PAN,2006,"Legal, surgery required"
Panama,PAN,2007,"Legal, surgery required"
Panama,PAN,2008,"Legal, surgery required"
Panama,PAN,2009,"Legal, surgery required"
Panama,PAN,2010,"Legal, surgery required"
Panama,PAN,2011,"Legal, surgery required"
Panama,PAN,2012,"Legal, surgery required"
Panama,PAN,2013,"Legal, surgery required"
Panama,PAN,2014,"Legal, surgery required"
Panama,PAN,2015,"Legal, surgery required"
Panama,PAN,2016,"Legal, surgery required"
Panama,PAN,2017,"Legal, surgery required"
Panama,PAN,2018,"Legal, surgery required"
Panama,PAN,2019,"Legal, surgery required"
Panama,PAN,2020,"Legal, surgery required"
Panama,PAN,2021,"Legal, surgery required"
Panama,PAN,2022,"Legal, surgery required"
Panama,PAN,2023,"Legal, surgery required"
Panama,PAN,2024,"Legal, surgery required"
Panama,PAN,2025,"Legal, surgery required"
Papua New Guinea,PNG,2025,Illegal
Paraguay,PRY,2025,Illegal
Peru,PER,2011,"Legal, surgery required"
Peru,PER,2012,"Legal, surgery required"
Peru,PER,2013,"Legal, surgery required"
Peru,PER,2014,Illegal
Peru,PER,2015,Illegal
Peru,PER,2016,Ambiguous
Peru,PER,2017,Ambiguous
Peru,PER,2018,Ambiguous
Peru,PER,2019,Ambiguous
Peru,PER,2020,Ambiguous
Peru,PER,2021,Ambiguous
Peru,PER,2022,Ambiguous
Peru,PER,2023,Ambiguous
Peru,PER,2024,Ambiguous
Peru,PER,2025,Ambiguous
Philippines,PHL,2007,Illegal
Philippines,PHL,2008,Illegal
Philippines,PHL,2009,Illegal
Philippines,PHL,2010,Illegal
Philippines,PHL,2011,Illegal
Philippines,PHL,2012,Illegal
Philippines,PHL,2013,Illegal
Philippines,PHL,2014,Illegal
Philippines,PHL,2015,Illegal
Philippines,PHL,2016,Illegal
Philippines,PHL,2017,Illegal
Philippines,PHL,2018,Illegal
Philippines,PHL,2019,Illegal
Philippines,PHL,2020,Illegal
Philippines,PHL,2021,Illegal
Philippines,PHL,2022,Illegal
Philippines,PHL,2023,Illegal
Philippines,PHL,2024,Illegal
Philippines,PHL,2025,Illegal
Poland,POL,1964,"Legal, surgery required"
Poland,POL,1965,"Legal, surgery required"
Poland,POL,1966,"Legal, surgery required"
Poland,POL,1967,"Legal, surgery required"
Poland,POL,1968,"Legal, surgery required"
Poland,POL,1969,"Legal, surgery required"
Poland,POL,1970,"Legal, surgery required"
Poland,POL,1971,"Legal, surgery required"
Poland,POL,1972,"Legal, surgery required"
Poland,POL,1973,"Legal, surgery required"
Poland,POL,1974,"Legal, surgery required"
Poland,POL,1975,"Legal, surgery required"
Poland,POL,1976,"Legal, surgery required"
Poland,POL,1977,"Legal, surgery required"
Poland,POL,1978,"Legal, surgery required"
Poland,POL,1979,"Legal, surgery required"
Poland,POL,1980,"Legal, surgery required"
Poland,POL,1981,"Legal, surgery required"
Poland,POL,1982,"Legal, surgery required"
Poland,POL,1983,"Legal, surgery required"
Poland,POL,1984,"Legal, surgery required"
Poland,POL,1985,"Legal, surgery required"
Poland,POL,1986,"Legal, surgery required"
Poland,POL,1987,"Legal, surgery required"
Poland,POL,1988,"Legal, surgery required"
Poland,POL,1989,"Legal, surgery required"
Poland,POL,1990,"Legal, surgery required"
Poland,POL,1991,"Legal, surgery required"
Poland,POL,1992,"Legal, surgery required"
Poland,POL,1993,"Legal, surgery required"
Poland,POL,1994,"Legal, surgery required"
Poland,POL,1995,"Legal, medical diagnosis required"
Poland,POL,1996,"Legal, medical diagnosis required"
Poland,POL,1997,"Legal, medical diagnosis required"
Poland,POL,1998,"Legal, medical diagnosis required"
Poland,POL,1999,"Legal, medical diagnosis required"
Poland,POL,2000,"Legal, medical diagnosis required"
Poland,POL,2001,"Legal, medical diagnosis required"
Poland,POL,2002,"Legal, medical diagnosis required"
Poland,POL,2003,"Legal, medical diagnosis required"
Poland,POL,2004,"Legal, medical diagnosis required"
Poland,POL,2005,"Legal, medical diagnosis required"
Poland,POL,2006,"Legal, medical diagnosis required"
Poland,POL,2007,"Legal, medical diagnosis required"
Poland,POL,2008,"Legal, medical diagnosis required"
Poland,POL,2009,"Legal, medical diagnosis required"
Poland,POL,2010,"Legal, medical diagnosis required"
Poland,POL,2011,"Legal, medical diagnosis required"
Poland,POL,2012,"Legal, medical diagnosis required"
Poland,POL,2013,"Legal, medical diagnosis required"
Poland,POL,2014,"Legal, medical diagnosis required"
Poland,POL,2015,"Legal, medical diagnosis required"
Poland,POL,2016,"Legal, medical diagnosis required"
Poland,POL,2017,"Legal, medical diagnosis required"
Poland,POL,2018,"Legal, medical diagnosis required"
Poland,POL,2019,"Legal, medical diagnosis required"
Poland,POL,2020,"Legal, medical diagnosis required"
Poland,POL,2021,"Legal, medical diagnosis required"
Poland,POL,2022,"Legal, medical diagnosis required"
Poland,POL,2023,"Legal, medical diagnosis required"
Poland,POL,2024,"Legal, medical diagnosis required"
Poland,POL,2025,"Legal, medical diagnosis required"
Portugal,PRT,2011,"Legal, surgery required"
Portugal,PRT,2012,"Legal, surgery required"
Portugal,PRT,2013,"Legal, surgery required"
Portugal,PRT,2014,"Legal, surgery required"
Portugal,PRT,2015,"Legal, surgery required"
Portugal,PRT,2016,"Legal, surgery required"
Portugal,PRT,2017,"Legal, surgery required"
Portugal,PRT,2018,"Legal, no restrictions"
Portugal,PRT,2019,"Legal, no restrictions"
Portugal,PRT,2020,"Legal, no restrictions"
Portugal,PRT,2021,"Legal, no restrictions"
Portugal,PRT,2022,"Legal, no restrictions"
Portugal,PRT,2023,"Legal, no restrictions"
Portugal,PRT,2024,"Legal, no restrictions"
Portugal,PRT,2025,"Legal, no restrictions"
Qatar,QAT,2025,Illegal
Romania,ROU,1996,"Legal, surgery required"
Romania,ROU,1997,"Legal, surgery required"
Romania,ROU,1998,"Legal, surgery required"
Romania,ROU,1999,"Legal, surgery required"
Romania,ROU,2000,"Legal, surgery required"
Romania,ROU,2001,"Legal, surgery required"
Romania,ROU,2002,"Legal, surgery required"
Romania,ROU,2003,"Legal, surgery required"
Romania,ROU,2004,"Legal, surgery required"
Romania,ROU,2005,"Legal, surgery required"
Romania,ROU,2006,"Legal, surgery required"
Romania,ROU,2007,"Legal, surgery required"
Romania,ROU,2008,"Legal, surgery required"
Romania,ROU,2009,"Legal, surgery required"
Romania,ROU,2010,"Legal, surgery required"
Romania,ROU,2011,"Legal, surgery required"
Romania,ROU,2012,"Legal, surgery required"
Romania,ROU,2013,"Legal, surgery required"
Romania,ROU,2014,"Legal, surgery required"
Romania,ROU,2015,"Legal, surgery required"
Romania,ROU,2016,"Legal, surgery required"
Romania,ROU,2017,"Legal, surgery required"
Romania,ROU,2018,"Legal, surgery required"
Romania,ROU,2019,"Legal, surgery required"
Romania,ROU,2020,"Legal, surgery required"
Romania,ROU,2021,"Legal, surgery required"
Romania,ROU,2022,"Legal, surgery required"
Romania,ROU,2023,"Legal, surgery required"
Romania,ROU,2024,"Legal, surgery required"
Romania,ROU,2025,"Legal, surgery required"
Russia,RUS,1972,"Legal, surgery required"
Russia,RUS,1973,"Legal, surgery required"
Russia,RUS,1974,"Legal, surgery required"
Russia,RUS,1975,"Legal, surgery required"
Russia,RUS,1976,"Legal, surgery required"
Russia,RUS,1977,"Legal, surgery required"
Russia,RUS,1978,"Legal, surgery required"
Russia,RUS,1979,"Legal, surgery required"
Russia,RUS,1980,"Legal, surgery required"
Russia,RUS,1981,"Legal, surgery required"
Russia,RUS,1982,"Legal, surgery required"
Russia,RUS,1983,"Legal, surgery required"
Russia,RUS,1984,"Legal, surgery required"
Russia,RUS,1985,"Legal, surgery required"
Russia,RUS,1986,"Legal, surgery required"
Russia,RUS,1987,"Legal, surgery required"
Russia,RUS,1988,"Legal, surgery required"
Russia,RUS,1989,"Legal, surgery required"
Russia,RUS,1990,"Legal, surgery required"
Russia,RUS,1991,"Legal, surgery required"
Russia,RUS,1992,"Legal, surgery required"
Russia,RUS,1993,"Legal, surgery required"
Russia,RUS,1994,"Legal, surgery required"
Russia,RUS,1995,"Legal, surgery required"
Russia,RUS,1996,"Legal, surgery required"
Russia,RUS,1997,"Legal, surgery required"
Russia,RUS,1998,"Legal, surgery required"
Russia,RUS,1999,"Legal, surgery required"
Russia,RUS,2000,"Legal, surgery required"
Russia,RUS,2001,"Legal, surgery required"
Russia,RUS,2002,"Legal, surgery required"
Russia,RUS,2003,"Legal, surgery required"
Russia,RUS,2004,"Legal, surgery required"
Russia,RUS,2005,"Legal, surgery required"
Russia,RUS,2006,"Legal, surgery required"
Russia,RUS,2007,"Legal, surgery required"
Russia,RUS,2008,"Legal, surgery required"
Russia,RUS,2009,"Legal, surgery required"
Russia,RUS,2010,"Legal, surgery required"
Russia,RUS,2011,"Legal, surgery required"
Russia,RUS,2012,"Legal, surgery required"
Russia,RUS,2013,"Legal, surgery required"
Russia,RUS,2014,"Legal, surgery required"
Russia,RUS,2015,"Legal, surgery required"
Russia,RUS,2016,"Legal, surgery required"
Russia,RUS,2017,"Legal, surgery required"
Russia,RUS,2018,"Legal, surgery required"
Russia,RUS,2019,"Legal, surgery required"
Russia,RUS,2020,"Legal, surgery required"
Russia,RUS,2021,"Legal, surgery required"
Russia,RUS,2022,"Legal, surgery required"
Russia,RUS,2023,Illegal
Russia,RUS,2024,Illegal
Russia,RUS,2025,Illegal
Rwanda,RWA,2025,Illegal
Saint Kitts and Nevis,KNA,2025,Illegal
Saint Lucia,LCA,2025,Illegal
Saint Vincent and the Grenadines,VCT,2025,Illegal
Samoa,WSM,2025,Illegal
San Marino,SMR,2025,Illegal
Sao Tome and Principe,STP,2025,Illegal
Saudi Arabia,SAU,2025,Illegal
Senegal,SEN,2025,Illegal
Serbia,SRB,1992,"Legal, surgery required"
Serbia,SRB,1993,"Legal, surgery required"
Serbia,SRB,1994,"Legal, surgery required"
Serbia,SRB,1995,"Legal, surgery required"
Serbia,SRB,1996,"Legal, surgery required"
Serbia,SRB,1997,"Legal, surgery required"
Serbia,SRB,1998,"Legal, surgery required"
Serbia,SRB,1999,"Legal, surgery required"
Serbia,SRB,2000,"Legal, surgery required"
Serbia,SRB,2001,"Legal, surgery required"
Serbia,SRB,2002,"Legal, surgery required"
Serbia,SRB,2003,"Legal, surgery required"
Serbia,SRB,2004,"Legal, surgery required"
Serbia,SRB,2005,"Legal, surgery required"
Serbia,SRB,2006,"Legal, surgery required"
Serbia,SRB,2007,"Legal, surgery required"
Serbia,SRB,2008,"Legal, surgery required"
Serbia,SRB,2009,"Legal, surgery required"
Serbia,SRB,2010,"Legal, surgery required"
Serbia,SRB,2011,"Legal, surgery required"
Serbia,SRB,2012,"Legal, surgery required"
Serbia,SRB,2013,"Legal, surgery required"
Serbia,SRB,2014,"Legal, surgery required"
Serbia,SRB,2015,"Legal, surgery required"
Serbia,SRB,2016,"Legal, surgery required"
Serbia,SRB,2017,"Legal, surgery required"
Serbia,SRB,2019,"Legal, medical diagnosis required"
Serbia,SRB,2020,"Legal, medical diagnosis required"
Serbia,SRB,2021,"Legal, medical diagnosis required"
Serbia,SRB,2022,"Legal, medical diagnosis required"
Serbia,SRB,2023,"Legal, medical diagnosis required"
Serbia,SRB,2024,"Legal, medical diagnosis required"
Serbia,SRB,2025,"Legal, medical diagnosis required"
Seychelles,SYC,2025,Illegal
Sierra Leone,SLE,2025,Illegal
Singapore,SGP,1996,"Legal, surgery required"
Singapore,SGP,1997,"Legal, surgery required"
Singapore,SGP,1998,"Legal, surgery required"
Singapore,SGP,1999,"Legal, surgery required"
Singapore,SGP,2000,"Legal, surgery required"
Singapore,SGP,2001,"Legal, surgery required"
Singapore,SGP,2002,"Legal, surgery required"
Singapore,SGP,2003,"Legal, surgery required"
Singapore,SGP,2004,"Legal, surgery required"
Singapore,SGP,2005,"Legal, surgery required"
Singapore,SGP,2006,"Legal, surgery required"
Singapore,SGP,2007,"Legal, surgery required"
Singapore,SGP,2008,"Legal, surgery required"
Singapore,SGP,2009,"Legal, surgery required"
Singapore,SGP,2010,"Legal, surgery required"
Singapore,SGP,2011,"Legal, surgery required"
Singapore,SGP,2012,"Legal, surgery required"
Singapore,SGP,2013,"Legal, surgery required"
Singapore,SGP,2014,"Legal, surgery required"
Singapore,SGP,2015,"Legal, surgery required"
Singapore,SGP,2016,"Legal, surgery required"
Singapore,SGP,2017,"Legal, surgery required"
Singapore,SGP,2018,"Legal, surgery required"
Singapore,SGP,2019,"Legal, surgery required"
Singapore,SGP,2020,"Legal, surgery required"
Singapore,SGP,2021,"Legal, surgery required"
Singapore,SGP,2022,"Legal, surgery required"
Singapore,SGP,2023,"Legal, surgery required"
Singapore,SGP,2024,"Legal, surgery required"
Singapore,SGP,2025,"Legal, surgery required"
Slovakia,SVK,1975,"Legal, surgery required"
Slovakia,SVK,1976,"Legal, surgery required"
Slovakia,SVK,1977,"Legal, surgery required"
Slovakia,SVK,1978,"Legal, surgery required"
Slovakia,SVK,1979,"Legal, surgery required"
Slovakia,SVK,1980,"Legal, surgery required"
Slovakia,SVK,1981,"Legal, surgery required"
Slovakia,SVK,1982,"Legal, surgery required"
Slovakia,SVK,1983,"Legal, surgery required"
Slovakia,SVK,1984,"Legal, surgery required"
Slovakia,SVK,1985,"Legal, surgery required"
Slovakia,SVK,1986,"Legal, surgery required"
Slovakia,SVK,1987,"Legal, surgery required"
Slovakia,SVK,1988,"Legal, surgery required"
Slovakia,SVK,1989,"Legal, surgery required"
Slovakia,SVK,1990,"Legal, surgery required"
Slovakia,SVK,1991,"Legal, surgery required"
Slovakia,SVK,1992,"Legal, surgery required"
Slovakia,SVK,1993,"Legal, surgery required"
Slovakia,SVK,1994,"Legal, surgery required"
Slovakia,SVK,1995,"Legal, surgery required"
Slovakia,SVK,1996,"Legal, surgery required"
Slovakia,SVK,1997,"Legal, surgery required"
Slovakia,SVK,1998,"Legal, surgery required"
Slovakia,SVK,1999,"Legal, surgery required"
Slovakia,SVK,2000,"Legal, surgery required"
Slovakia,SVK,2001,"Legal, surgery required"
Slovakia,SVK,2002,"Legal, surgery required"
Slovakia,SVK,2003,"Legal, surgery required"
Slovakia,SVK,2004,"Legal, surgery required"
Slovakia,SVK,2005,"Legal, surgery required"
Slovakia,SVK,2006,"Legal, surgery required"
Slovakia,SVK,2007,"Legal, surgery required"
Slovakia,SVK,2008,"Legal, surgery required"
Slovakia,SVK,2009,"Legal, surgery required"
Slovakia,SVK,2010,"Legal, surgery required"
Slovakia,SVK,2011,"Legal, surgery required"
Slovakia,SVK,2012,"Legal, surgery required"
Slovakia,SVK,2013,"Legal, surgery required"
Slovakia,SVK,2014,"Legal, surgery required"
Slovakia,SVK,2015,"Legal, surgery required"
Slovakia,SVK,2016,"Legal, surgery required"
Slovakia,SVK,2017,"Legal, surgery required"
Slovakia,SVK,2018,"Legal, surgery required"
Slovakia,SVK,2019,"Legal, surgery required"
Slovakia,SVK,2020,"Legal, surgery required"
Slovakia,SVK,2021,"Legal, surgery required"
Slovakia,SVK,2022,"Legal, surgery required"
Slovakia,SVK,2023,"Legal, surgery required"
Slovakia,SVK,2024,"Legal, surgery required"
Slovakia,SVK,2025,"Legal, surgery required"
Slovenia,SVN,2005,"Legal, medical diagnosis required"
Slovenia,SVN,2006,"Legal, medical diagnosis required"
Slovenia,SVN,2007,"Legal, medical diagnosis required"
Slovenia,SVN,2008,"Legal, medical diagnosis required"
Slovenia,SVN,2009,"Legal, medical diagnosis required"
Slovenia,SVN,2010,"Legal, medical diagnosis required"
Slovenia,SVN,2011,"Legal, medical diagnosis required"
Slovenia,SVN,2012,"Legal, medical diagnosis required"
Slovenia,SVN,2013,"Legal, medical diagnosis required"
Slovenia,SVN,2014,"Legal, medical diagnosis required"
Slovenia,SVN,2015,"Legal, medical diagnosis required"
Slovenia,SVN,2016,"Legal, medical diagnosis required"
Slovenia,SVN,2017,"Legal, medical diagnosis required"
Slovenia,SVN,2018,"Legal, medical diagnosis required"
Slovenia,SVN,2019,"Legal, medical diagnosis required"
Slovenia,SVN,2020,"Legal, medical diagnosis required"
Slovenia,SVN,2021,"Legal, medical diagnosis required"
Slovenia,SVN,2022,"Legal, medical diagnosis required"
Slovenia,SVN,2023,"Legal, medical diagnosis required"
Slovenia,SVN,2024,"Legal, medical diagnosis required"
Slovenia,SVN,2025,"Legal, medical diagnosis required"
Solomon Islands,SLB,2025,Illegal
Somalia,SOM,2025,Illegal
South Africa,ZAF,1974,"Legal, surgery required"
South Africa,ZAF,1975,"Legal, surgery required"
South Africa,ZAF,1976,"Legal, surgery required"
South Africa,ZAF,1977,"Legal, surgery required"
South Africa,ZAF,1978,"Legal, surgery required"
South Africa,ZAF,1979,"Legal, surgery required"
South Africa,ZAF,1980,"Legal, surgery required"
South Africa,ZAF,1981,"Legal, surgery required"
South Africa,ZAF,1982,"Legal, surgery required"
South Africa,ZAF,1983,"Legal, surgery required"
South Africa,ZAF,1984,"Legal, surgery required"
South Africa,ZAF,1985,"Legal, surgery required"
South Africa,ZAF,1986,"Legal, surgery required"
South Africa,ZAF,1987,"Legal, surgery required"
South Africa,ZAF,1988,"Legal, surgery required"
South Africa,ZAF,1989,"Legal, surgery required"
South Africa,ZAF,1990,"Legal, surgery required"
South Africa,ZAF,1991,"Legal, surgery required"
South Africa,ZAF,1992,"Legal, surgery required"
South Africa,ZAF,1993,"Legal, surgery required"
South Africa,ZAF,1994,"Legal, surgery required"
South Africa,ZAF,1995,"Legal, surgery required"
South Africa,ZAF,1996,"Legal, surgery required"
South Africa,ZAF,1997,"Legal, surgery required"
South Africa,ZAF,1998,"Legal, surgery required"
South Africa,ZAF,1999,"Legal, surgery required"
South Africa,ZAF,2000,"Legal, surgery required"
South Africa,ZAF,2001,"Legal, surgery required"
South Africa,ZAF,2002,"Legal, surgery required"
South Africa,ZAF,2003,"Legal, surgery required"
South Africa,ZAF,2004,"Legal, medical diagnosis required"
South Africa,ZAF,2005,"Legal, medical diagnosis required"
South Africa,ZAF,2006,"Legal, medical diagnosis required"
South Africa,ZAF,2007,"Legal, medical diagnosis required"
South Africa,ZAF,2008,"Legal, medical diagnosis required"
South Africa,ZAF,2009,"Legal, medical diagnosis required"
South Africa,ZAF,2010,"Legal, medical diagnosis required"
South Africa,ZAF,2011,"Legal, medical diagnosis required"
South Africa,ZAF,2012,"Legal, medical diagnosis required"
South Africa,ZAF,2013,"Legal, medical diagnosis required"
South Africa,ZAF,2014,"Legal, medical diagnosis required"
South Africa,ZAF,2015,"Legal, medical diagnosis required"
South Africa,ZAF,2016,"Legal, medical diagnosis required"
South Africa,ZAF,2017,"Legal, medical diagnosis required"
South Africa,ZAF,2018,"Legal, medical diagnosis required"
South Africa,ZAF,2019,"Legal, medical diagnosis required"
South Africa,ZAF,2020,"Legal, medical diagnosis required"
South Africa,ZAF,2021,"Legal, medical diagnosis required"
South Africa,ZAF,2022,"Legal, medical diagnosis required"
South Africa,ZAF,2023,"Legal, medical diagnosis required"
South Africa,ZAF,2024,"Legal, medical diagnosis required"
South Africa,ZAF,2025,"Legal, medical diagnosis required"
South Korea,KOR,1992,"Legal, surgery required"
South Korea,KOR,1993,"Legal, surgery required"
South Korea,KOR,1994,"Legal, surgery required"
South Korea,KOR,1995,"Legal, surgery required"
South Korea,KOR,1996,"Legal, surgery required"
South Korea,KOR,1997,"Legal, surgery required"
South Korea,KOR,1998,"Legal, surgery required"
South Korea,KOR,1999,"Legal, surgery required"
South Korea,KOR,2000,"Legal, surgery required"
South Korea,KOR,2001,"Legal, surgery required"
South Korea,KOR,2002,"Legal, surgery required"
South Korea,KOR,2003,"Legal, surgery required"
South Korea,KOR,2004,"Legal, surgery required"
